"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Aruba","2010","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","179.6817819014","3"
"Australia","2021","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2023","9808428","4"
"Australia","2021","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","6191244","4"
"Australia","2021","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2894786","4"
"Australia","2021","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","98157","4"
"Australia","2021","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","94031","4"
"Australia","2021","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","530212","4"
"Australia","2021","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2023","9660330","4"
"Australia","2021","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","6124655","4"
"Australia","2021","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2851151","4"
"Australia","2021","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","94326","4"
"Australia","2021","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","91405","4"
"Australia","2021","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","498798","4"
"Australia","2021","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2023","114209","4"
"Australia","2021","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","54460","4"
"Australia","2021","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","30258","4"
"Australia","2021","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","2016","4"
"Australia","2021","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","1776","4"
"Australia","2021","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","25700","4"
"Australia","2021","Total","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2023","33889","4"
"Australia","2021","Total","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","12132","4"
"Australia","2021","Total","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","13376","4"
"Australia","2021","Total","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","1816","4"
"Australia","2021","Total","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","851","4"
"Australia","2021","Total","Unknown (type of housing unit)","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","5716","4"
"Australia","2021","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2023","8851345","4"
"Australia","2021","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","5488802","4"
"Australia","2021","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2759485","4"
"Australia","2021","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","67813","4"
"Australia","2021","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","86790","4"
"Australia","2021","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","448448","4"
"Australia","2021","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2023","8752672","4"
"Australia","2021","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","5449093","4"
"Australia","2021","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2725796","4"
"Australia","2021","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","65950","4"
"Australia","2021","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","85357","4"
"Australia","2021","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","426475","4"
"Australia","2021","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2023","75443","4"
"Australia","2021","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","32412","4"
"Australia","2021","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","23253","4"
"Australia","2021","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2023","1053","4"
"Australia","2021","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","886","4"
"Australia","2021","Urban","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","17843","4"
"Australia","2021","Urban","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2023","23229","4"
